swing_id,club_type,impact_grip_speed,impact_head_speed,max_head_speed,max_grip_speed,impact_face_angle,impact_face_type,impact_relative_face_angle,impact_club_path,impact_club_path_type,impact_attack_angle,impact_attack_type,impact_dynamic_loft_angle,impact_shaft_angular_velocity,min_angular_velocity,max_angular_velocity,address_lie_angle,impact_lie_angle,natural_uncock,natural_release_timing,swing_tempo,estimated_carry,impact_position_x,impact_position_y,impact_position_type,halfway_back_face_angle,top_face_angle,halfway_down_face_angle,impact_hand_first_pitch,address_hand_first_pitch,hogan_plane,shaft_plane,boundary_angle_a_and_b,boundary_angle_b_and_c,boundary_angle_c_and_d,boundary_angle_d_and_e,halfway_back_angle,top_angle,natural_uncock_angle,halfway_down_angle,halfway_back_area,top_area,natural_uncock_area,halfway_down_area
6835ffacefd9d9f6ed1c1707cfdcc866,7I,3.894344568,21.75447464,21.86870766,4.05167675,27.13676453,0,24.66337013,2.473393679,1,-4.815095901,2,21.0635376,-788.6585693,-691.3414917,-43.4146347,52.92341614,49.1465416,3.883135319,8.717518806,3.151718378,87.96263885,1.211393476,-0.422751606,4,-40.00270081,-3.15331459,6.246137619,-21.46611977,-10.17827034,68.29345703,52.92341614,72.13596344,64.45095062,56.76592636,49.08090591,62.74965286,66.48825836,45.11919403,49.79815674,C,B,E,D
564bb537ff5a14d638c1d8598d372290,7I,4.931036949,21.97701454,23.32381248,4.931036949,15.32908344,0,12.5219059,2.80717802,1,2.043601274,1,27.2189064,-1096.097534,-1032.19519,161.5853729,56.16725922,59.30871964,0,0,3.099703789,88.86245728,1.250824332,-0.281507313,4,-40.10570908,7.68111515,-16.32232666,-10.51568127,-12.4898119,70.20966339,56.16725922,73.72026825,66.69906616,59.67786407,52.65665817,63.80561829,70.25282288,0,61.15780258,C,B,E,C
355aec70bf78659e3a38f5cd94bd0cba,7I,4.854127884,22.73697281,22.73697281,4.854127884,7.820327282,0,8.22428894,-0.403961211,1,0.13633053,1,29.93191147,-586.0975952,-638.5366211,-31.95121956,55.78145599,52.22683334,0,0,4.088806629,91.93528748,2.027344704,-1.368293643,4,-41.7022934,12.07273769,-16.26487732,-9.682697296,-9.45843792,69.98203278,55.78145599,73.53217316,66.43188477,59.33160019,52.2313118,67.31445313,64.96609497,0,60.59068298,B,C,E,C
e3c05bc6d0215ab63805247d6c3d36a6,7I,4.609284401,24.39334679,24.62359238,5.073427677,10.96459293,0,17.34419823,-6.379604816,2,-1.286088109,1,36.12021637,-880.3658447,-861.8292847,3.780487776,56.0513916,56.10587311,9.148513794,11.45113564,3.435340643,98.63272095,1.704417706,-0.876763165,4,-31.71272659,44.25003433,-28.84777832,-3.249845982,-7.652646542,70.14131165,56.0513916,73.66378784,66.61882782,59.57387161,52.52891159,62.72111511,65.60626221,68.14051819,67.03924561,C,C,B,B
3695efae57d06b45de5dbcf975d0aafb,7I,5.846129894,29.42569542,29.42569542,5.885252476,29.45207977,0,30.05172539,-0.599645436,1,-10.32010555,2,13.34910297,-1180.609741,-1115.975586,-117.68293,63.65320969,62.6281929,0.664758682,14.85029888,4.431137562,118.9806519,1.310840487,-0.546121299,4,-43.80231476,39.15219116,-24.2458744,-22.19591141,-12.32924557,74.61408997,63.65320969,77.35430908,71.87387848,66.39342499,60.91299438,66.3542099,73.34842682,65.02532196,63.83955765,D,B,D,D
7509b90a9cf899f804e3ad108860bcee,7I,5.002864361,24.72062302,25.17352104,5.065896511,12.91568756,0,10.51668644,2.399000883,1,-4.53766489,2,28.10844612,-881.7073364,-851.4634399,77.07317352,54.12388611,49.55406189,1.24424696,0.203045696,4.467005253,99.95603943,1.108385324,-0.279232025,4,-32.70005417,38.65903091,-28.72410011,-13.96979523,-12.74736881,69.00321198,54.12388611,72.72303772,65.2833786,57.84371948,50.40405655,57.95328903,62.51382446,62.1687851,57.72621918,C,C,C,D
f7a0f469b095dd6cfc5d84fa46da2979,7I,5.157329082,27.92611122,28.58129311,5.64013052,15.42628384,0,16.04417419,-0.61789,1,-1.160390377,1,34.4155426,-950.6098022,-878.7805176,-90.24390411,54.55837631,49.4993248,8.560109138,15.45778847,4.898930073,112.9171906,1.039084435,-0.074274383,4,-36.04843521,43.71762466,-25.31567955,-9.080497742,-7.637470245,69.25991058,54.55837631,72.93528748,65.58452606,58.23375702,50.88299179,61.04245758,61.01002121,60.73526382,60.35329819,C,C,C,C
f7819f77b07d201d1f1bae89f0f2e297,7I,4.655240059,22.38601303,22.76363754,4.670847893,15.91516399,0,23.99090195,-8.075738907,2,-0.047267891,1,38.08324051,-987.9268799,-901.3414917,70.60975647,54.90602493,50.61774063,0.33415556,0.193236709,3.400966167,90.51621246,1.190629244,-0.333361775,4,-29.87289047,58.18125916,-17.59373856,-5.039480209,-4.797258854,69.46524048,54.90602493,73.1050415,65.82543945,58.54582596,51.26622009,63.56871414,60.05344009,162.0703278,59.77661896,C,C,A,C
f26aa51c91a9511e0e22c7af30ef11d4,7I,5.041654587,21.88252258,23.47373581,5.059035778,15.94761753,0,15.01704788,0.930570006,1,-1.577068329,1,25.24288368,-901.3414917,-826.2195435,-55.24390411,55.19933701,57.2107811,0.343567133,0.192122951,4.534101963,88.48038483,1.275604963,-0.614909649,4,-46.1144371,36.4111557,-23.23422432,-13.24806881,-11.14014149,69.63842773,55.19933701,73.24820709,66.02865601,58.80910873,51.58956528,63.5966301,69.45123291,81.5173645,60.67000961,C,B,A,C
ac010ea132764ba22b284c238b2585e3,7I,5.273450851,25.40052986,25.40052986,5.273450851,19.21544456,0,20.95942116,-1.743976116,1,-6.848604679,2,22.53812027,-1056.219482,-1026.829346,-75.12195587,55.41783905,58.99312592,0,0,3.70290637,102.7051926,1.165019512,-0.348386228,4,-44.24615479,44.60101318,-18.88862228,-15.21396923,-11.18414593,69.76742554,55.41783905,73.35482788,66.18002319,59.00523758,51.83044434,69.3501358,75.72962189,0,64.95081329,B,A,E,C
c46074673f837d4bbd1c7ca943f0879f,7I,5.353809357,24.97698212,24.97698212,5.353809357,23.3290596,0,30.20551682,-6.876457691,2,-10.28948975,2,19.24127388,-775.1219482,-721.8292847,-84.02439117,52.9895401,51.79669189,0,0,4.162537098,100.9926071,1.447214603,-0.667880654,4,-36.30394363,42.44302368,-25.51041222,-21.78103256,-10.94334507,68.33257294,52.9895401,72.16833496,64.49681091,56.82529831,49.15378189,59.02639771,68.63213348,0,58.18780136,C,B,E,C
666bd06095314b6ed70ec7c3d537013d,7I,4.55461359,23.1731205,23.87808037,4.727269173,10.76866245,0,13.58396721,-2.815304279,1,-2.508807898,1,32.41493607,-787.8048706,-763.4146729,-124.3902435,56.32318878,55.97271347,3.652334213,3.139427662,3.120960236,93.69882202,1.265929937,-0.323246658,4,-32.61380386,45.08858109,-31.02716637,-6.639978886,-9.714665413,70.301651,56.32318878,73.79625702,66.80703735,59.81779861,52.82857132,64.01167297,67.81626892,82.04279327,66.27597809,C,B,A,C
832d49912fa271fce7210a7200dae4df,7I,5.200684547,25.46369171,26.35412979,5.613997936,17.10909081,0,21.89547157,-4.786380768,1,-4.005820274,2,30.93434525,-977.5609741,-908.0488281,136.0975647,53.46779251,56.60715485,7.362193108,13.271245,4.563446045,102.9605789,1.638547897,-0.80268842,4,-45.49550247,52.15389633,-29.81528091,-8.312858582,-7.986207962,68.61539459,53.46779251,72.40229797,64.82849121,57.25469589,49.68088913,63.41746521,63.74165344,69.82723236,69.58138275,C,C,B,B
1e97119f92e2d182c17f4952cc261682,7I,4.163520336,21.24114227,21.9933815,4.833863258,21.58607864,0,14.17010307,7.415975094,0,5.044938564,0,26.92605019,-558.1707153,-562.6829224,-130.7317047,53.91136932,60.1869812,13.8676405,11.99000835,2.747710228,85.8870163,1.067718625,-0.235740274,4,-33.29189682,24.88426781,-1.455907345,-10.30387688,-7.604333878,68.87761688,53.91136932,72.61917877,65.13605499,57.65293121,50.16980743,64.50371552,73.17256927,53.68473053,54.97428894,C,A,D,D
dc391cee4dbe4a939eafb4f99da879cb,7I,5.15681076,21.84712219,22.07016373,5.375227451,36.49778748,0,30.79363441,5.704152584,0,-4.005071163,2,14.59049034,-456.8292847,-415.9756165,-113.6585388,57.91714478,64.12037659,4.063391685,10.95435715,3.286307096,88.33724976,1.123751163,-0.447095305,4,-33.50774002,22.03613853,-1.015072346,-17.4596653,-8.700669289,71.24129486,57.91714096,74.57233429,67.91026306,61.24817657,54.58610535,71.55062103,69.17584229,59.92309952,60.43170547,B,B,D,D
d7335a001dcb4950df8445f372740b6c,7I,3.735764742,17.57337379,17.57337379,4.046062469,7.570616245,0,19.39481735,-11.82420158,2,-1.592358828,1,32.53282928,-354.1463623,-522.0731812,-141.7073212,55.31177521,57.25889587,7.669126987,11.40642357,2.967884779,71.05665588,0.703881264,0.35304895,1,-43.41638184,-98.26113892,-18.57196236,-5.413709164,-3.413002729,69.7048111,55.31177521,73.30307007,66.10655212,58.91003418,51.71351624,76.39998627,65.55858612,77.7624588,67.93278503,A,C,A,B
48558b12dfcd318da9cf73657c178a35,7I,4.021558285,13.86136341,14.37745094,4.021558285,26.82541275,0,28.27501678,-1.4496032,1,-7.069477558,2,19.80023193,-295,-402.4390259,-70.97560883,55.82641602,63.79278946,0,0,3.113006353,56.04741287,0.546255231,0.283677518,1,-47.55966949,-90.931633,-16.37343216,-15.51378632,-8.294506073,70.00856781,55.82641602,73.55410004,66.46302795,59.37195206,52.28087616,73.09008026,64.46909332,0,65.6026535,B,C,E,C
9074f7f29967c1a2c1bc4bc5edd9f709,7I,2.954353094,11.6682291,12.62360477,3.344157457,13.17174244,0,9.763812065,3.407930136,1,-6.397913933,2,22.37202072,-454.0244141,-431.3414612,-106.5853653,57.72916412,59.78270721,11.65627861,22.64151001,3.207547188,47.17963409,1.033100724,-0.222322181,4,-42.4287796,-62.47813416,-19.27715874,-14.39762783,-5.197960377,71.13053894,57.72916031,74.48088074,67.78019714,61.07950592,54.37881851,68.14736176,69.47731018,65.16389465,65.15550232,B,B,C,C
b34b4a2be4d2aea0bb67fc6f19ee425f,7I,4.374164104,18.66838455,18.74945259,4.819915771,16.58678055,0,21.22319221,-4.636412144,1,-1.150013447,1,30.04629135,-449.1463623,-433.2926941,-109.6341476,56.92928696,57.55115128,9.248119354,21.20509911,3.893395185,75.48425293,1.230905652,-0.334870905,4,-25.97947311,-93.96433258,-8.730504036,-8.691365242,-5.127808094,70.65908813,56.92928696,74.09153748,67.22663879,60.3617363,53.49683762,64.83618164,63.02644348,62.77944565,62.77944565,C,C,C,C
07c66ddeb0afcc8c212ee6741db56cac,7I,3.393384695,14.86254978,15.24869061,3.909382582,15.59674931,0,18.87270355,-3.27595377,1,-6.778633595,2,26.9942627,-426.9512329,-419.2683105,-67.80487823,58.0893898,61.58715057,13.19895935,16.66666794,3.530701637,60.09563446,1.184547901,-0.408981889,4,-37.21437454,-99.53868103,-22.62900162,-9.865634918,-5.306542873,71.34277344,58.08939362,74.6561203,68.02942657,61.40273666,54.77604675,72.36780548,65.77062988,73.08252716,69.83745575,B,C,B,B
70c02e77a20f3a5ec2865b7245bd11b0,7I,4.423169136,29.47096062,29.66248322,7.441531658,1.613947153,1,4.127263069,-2.513315916,1,2.053209305,1,28.63621902,-1557.439087,-1542.19519,-366.3414612,56.66066742,61.43040085,40.56103897,18.70701408,3.906464815,119.163681,1.510678172,-0.683522105,4,-62.27917099,-60.76431274,-24.97101974,-6.047790527,-0.095598526,70.50069427,56.66066742,73.96070099,67.04067993,60.12067795,53.20066071,92.20444489,69.92354584,70.11019135,71.45360565,A,B,B,B
e22d7d256ec85cce485a9c3de7727b5b,7I,3.893669128,29.78701401,30.87641525,7.198234558,7.585600853,0,12.40427113,-4.818670273,1,1.268132925,1,27.83675957,-1314.390259,-1345.365845,-489.7561035,57.88126373,63.4184761,45.90799713,24.20168114,4.168067455,120.4416199,0.836206496,-0.11732664,4,-48.27310944,-79.68018341,-9.305624962,-7.580753803,-5.22565794,71.22016144,57.88126373,74.55488586,67.88543701,61.21598816,54.54653931,76.27759552,68.14865112,64.85829163,63.92749786,A,B,C,C
