id,swingInfoId,swingDate,swingDateAccuracy,dst,userId,profileBirthYear,profileBirthMonth,profileBirthDay,profileGender,profileHeight,clubLength,clubFaceAngle,clubLoftAngle,clubLieAngle,real,clubShaftHardness,clubMakerId,clubId,fwMajorVersion,fwMinorVersion,fwPatchVersion,algMajorVersion,algMinorVersion,swingType,isBroken,serialNo,dataVersion,timeZoneOffset,gpsLongitude,gpsAltitude,gpsLatitude,addressHandFirst,addressLieAngle,impactClubPath,impactHandFirst,impactAttackAngle,impactHeadSpeed,impactLieAngle,impactRelativeFaceAngle,impactPointX,impactShaftRotation,impactPointY,impactFaceAngle,impactGripSpeed,impactLoftAngle,maxHeadSpeed,maxGripSpeed,topFaceAngleToHorizontal,halfwaydownFaceAngleToVertical,naturalReleaseTiming,swingTempo,downSwingShaftRotationMax,downSwingShaftRotationMin,halfwaybackFaceAngleToVertical,estimateCarry,naturalUncock,indexStart,indexHWB,indexTop,indexMaxGripSpeed,indexHWD,indexImpact,indexMaxHeadSpeed,indexFinish,vendorId,analyzeResultType,isExistVideo,isFavorite
12,9532d884ca0c2c06ee98211e0d63f281,2024-12-28T11:44:32Z,1,0,fe5179f0e72a4c649b0b337df44c46ce,1900,1,1,0,172,0.9398,0,32,61.5,,4,0,1E+19,1,0,3,1,0,0,0,K50B105921,1,540,139.5781254,100,35.4312357,-5.7407646,57.052692,-6.3115506,3.3639758,2.385763,29.961535,61.62235,9.195132,0.8413935,-855.97565,0.056643475,2.8835814,7.1742425,39.86949,30.548784,7.1742425,40.79624,-20.813868,0,3.599374,-245.60976,-854.2683,-46.066616,121.14728,0,12,76,127,289,230,289,267,329,Q4930jb7ESZugqMNmFVAbVILayY2,0,0,0
13,b4de8aec9f3b53c0528d6958bbd6c3bf,2024-12-28T11:42:18Z,1,0,fe5179f0e72a4c649b0b337df44c46ce,1900,1,1,0,172,1.115568,-1,10.5,58,,4,0,100000005,1,0,3,1,0,0,0,K50B105921,1,540,139.5781114,100,35.4312314,-5.4237084,42.516376,3.6280248,2.493565,11.248675,42.60534,44.958694,4.431896,2.39967,-701.8293,-1.5494201,8.059921,6.874546,17.366386,43.900593,7.398719,15.985853,1.7524602,31.423897,4.6153846,-109.268295,-657.3171,-31.319014,224.6988,7.084644,8,89,149,210,251,306,303,347,Q4930jb7ESZugqMNmFVAbVILayY2,0,0,0
14,f57b8b14e121bd27ee6f9651527efb94,2024-12-28T11:41:27Z,1,0,fe5179f0e72a4c649b0b337df44c46ce,1900,1,1,0,172,1.115568,-1,10.5,58,,4,0,100000005,1,0,3,1,0,0,0,K50B105921,1,540,139.5781062,105.8000031,35.4312298,-13.406797,44.165787,6.740963,-1.6261967,7.5987735,39.172688,46.90074,-6.6803803,1.08606,-615.12195,-0.29789934,0.0605825,6.982671,12.584814,39.853596,7.3874764,20.209215,-15.265428,27.51773,5.0496454,-167.31708,-645.4878,-34.971634,206.59514,5.479622,10,119,188,252,296,349,334,389,Q4930jb7ESZugqMNmFVAbVILayY2,0,0,0
15,41eff0881e97328fe2e0c716decf116f,2024-12-28T11:40:41Z,1,0,fe5179f0e72a4c649b0b337df44c46ce,1900,1,1,0,172,1.115568,-1,10.5,58,,4,0,100000005,1,0,3,1,0,0,0,K50B105921,1,540,139.5781029,100,35.43123,-13.70661,42.748383,5.6052465,-2.5052617,6.4617114,38.713097,44.174526,-0.74453497,3.1137836,-703.4147,-2.5665483,4.8607116,6.8928843,12.626503,40.329258,7.0974927,18.41683,-13.753541,28.912071,4.9180326,-137.80489,-639.5122,-28.205677,204.17126,2.8828263,27,123,192,255,299,352,337,391,Q4930jb7ESZugqMNmFVAbVILayY2,0,0,0
16,7d62c79586b2eb7984a658cc559e8430,2024-12-28T11:39:58Z,1,0,fe5179f0e72a4c649b0b337df44c46ce,1900,1,1,0,172,1.115568,-1,10.5,58,,4,0,100000005,1,0,3,1,0,0,0,K50B105921,1,540,139.5780991,100,35.4312294,-12.848078,42.61119,5.7925186,0.6213605,8.7408285,39.023094,47.442184,-6.1907945,1.088548,-726.70734,-0.3038878,-0.39827606,6.6325192,14.727412,39.960754,7.052636,17.470627,-12.830684,31.298906,5.289515,-213.17073,-717.561,-37.227844,205.80618,5.9568763,27,128,196,258,303,358,356,398,Q4930jb7ESZugqMNmFVAbVILayY2,0,0,0
17,f8efadb16d6af8f25d7d6fc11e3c5279,2024-12-28T11:39:15Z,1,0,fe5179f0e72a4c649b0b337df44c46ce,1900,1,1,0,172,1.115568,-1,10.5,58,,4,0,100000005,1,0,3,1,0,0,0,K50B105921,1,540,139.5780927,100,35.4312242,-13.622657,37.28263,1.8926655,-3.3899713,5.0105815,41.040108,40.40223,5.054707,1.0027268,-549.0244,-0.24034679,6.9473724,7.4023633,12.921976,41.14459,7.4023633,13.258222,-1.8659898,0,5.824,-163.78049,-552.0732,-42.035637,216.44383,0,10,126,192,351,296,351,339,391,Q4930jb7ESZugqMNmFVAbVILayY2,0,0,0
18,40a5cb4c3680ba1628772b6338f00127,2024-12-28T11:22:40Z,1,0,fe5179f0e72a4c649b0b337df44c46ce,1900,1,1,0,172,1.115568,-1,10.5,58,,4,0,100000005,1,0,3,1,0,0,0,K50B105921,1,540,139.5781357,100,35.4312323,-9.2531395,43.34983,-2.9738235,3.2287369,4.693821,41.823185,41.369236,-1.299221,1.154304,-431.4634,-0.36778623,-4.2730446,7.568499,18.40265,44.347225,7.568499,17.333965,-29.832647,0,4.9251246,-183.78049,-435.60977,-46.86918,220.57375,0,5,95,153,314,265,314,297,354,Q4930jb7ESZugqMNmFVAbVILayY2,0,1,0
19,2659c8c8481780fe5f33f765dddafa71,2024-12-28T11:22:08Z,1,0,fe5179f0e72a4c649b0b337df44c46ce,1900,1,1,0,172,1.115568,-1,10.5,58,,4,0,100000005,1,0,3,1,0,0,0,K50B105921,1,540,139.578134,100,35.4312312,-18.299765,41.676006,7.398159,-8.47975,4.671697,41.935936,39.344677,-2.1818538,2.2271333,-525.36584,-1.6322899,5.2163053,7.4148445,8.045504,44.08947,7.4148445,14.010713,-13.148924,0,4.2487044,-124.63415,-499.39026,-35.15453,221.1684,0,11,74,134,293,244,293,275,332,Q4930jb7ESZugqMNmFVAbVILayY2,0,1,0
20,7f7679626c6b93017a962b28a32eb242,2024-12-28T11:21:34Z,1,0,fe5179f0e72a4c649b0b337df44c46ce,1900,1,1,0,172,1.115568,-1,10.5,58,,4,0,100000005,1,0,3,1,0,0,0,K50B105921,1,540,139.5781329,100,35.4312296,-8.683979,38.62071,0.76038885,1.2066861,4.7522664,44.726402,31.649857,-5.4424553,0.7767918,-630.2439,0.13264887,-4.6820664,7.9407516,19.649597,46.034634,7.9407516,14.9285145,-21.735888,0,4.1791043,-138.04878,-611.21954,-37.586372,235.8852,0,3,71,129,288,240,288,279,328,Q4930jb7ESZugqMNmFVAbVILayY2,0,1,0
21,4343252ae5e5e0d9b729eb2c8efc0e05,2024-12-28T11:20:37Z,1,0,fe5179f0e72a4c649b0b337df44c46ce,1900,1,1,0,172,1.115568,-1,10.5,58,,4,0,100000005,1,0,3,1,0,0,0,K50B105921,1,540,139.5781262,100,35.4312275,-14.984465,45.798576,3.5937083,-9.529779,-3.8770041,42.0975,43.940575,4.0063086,0.21147478,-473.0488,0.5439563,7.600017,7.9126554,5.583653,42.94585,7.9126554,30.780025,-36.57846,0,5.373609,10,-450.97562,-48.11786,222.02048,0,1,109,170,331,287,331,323,371,Q4930jb7ESZugqMNmFVAbVILayY2,0,0,0
22,3576025c04057f29eeb8a075e96ac2b6,2024-12-28T11:20:02Z,1,0,fe5179f0e72a4c649b0b337df44c46ce,1900,1,1,0,172,1.115568,-1,10.5,58,,4,0,100000005,1,0,3,1,0,0,0,K50B105921,1,540,139.5781222,100,35.4312257,-9.689569,44.15947,-0.09440987,-0.108279906,3.8831573,44.207973,41.84393,0.8453983,2.1154423,-533.4147,-1.4254229,0.7509884,7.6700287,15.487212,45.44299,7.6700287,23.646666,-24.932255,0,4.298094,-158.2927,-515.2439,-34.433407,233.15102,0,24,92,148,306,259,306,293,346,Q4930jb7ESZugqMNmFVAbVILayY2,0,0,0
23,b49bda728473b39f5fcc5eef596ebe9b,2024-12-28T11:18:54Z,1,0,fe5179f0e72a4c649b0b337df44c46ce,1900,1,1,0,172,1.115568,-1,10.5,58,,4,0,100000005,1,0,3,1,0,0,0,K50B105921,1,540,139.5781149,100,35.4312252,-8.569196,45.028427,-1.8647294,2.8343437,2.8774061,39.466618,48.83817,2.8233314,0.64038527,-587.6829,0.25981775,0.9586019,7.1101103,16.75995,43.84257,7.140426,28.008354,-20.309631,34.84087,5.762144,-65.60976,-604.0244,-46.20933,208.14531,0.42456388,2,117,174,229,282,333,317,372,Q4930jb7ESZugqMNmFVAbVILayY2,0,0,0
24,5e2b8d5f81410bf0b1f45fdfc1aededf,2024-12-28T11:18:13Z,1,0,fe5179f0e72a4c649b0b337df44c46ce,1900,1,1,0,172,1.115568,-1,10.5,58,,4,0,100000005,1,0,3,1,0,0,0,K50B105921,1,540,139.578108,105.8000031,35.431225,-8.610359,40.88542,-0.4114732,4.298016,6.038131,39.924778,44.951836,0.4422235,1.2581414,-552.8049,-0.5275251,0.030750288,7.4349136,19.056002,42.030945,7.4349136,20.31043,-16.909157,0,4.0722494,-159.2683,-479.63416,-36.364964,210.56163,0,7,73,131,288,235,288,271,327,Q4930jb7ESZugqMNmFVAbVILayY2,0,0,0
25,8155bac99b8f28bb9a2c455ef18c8e05,2024-12-28T11:17:43Z,1,0,fe5179f0e72a4c649b0b337df44c46ce,1900,1,1,0,172,1.115568,-1,10.5,58,,4,0,100000005,1,0,3,1,0,0,0,K50B105921,1,540,139.5781019,100,35.4312243,-14.791462,44.188835,-1.9653506,-4.742176,-2.018795,40.59007,45.931366,12.6633625,2.8626292,-477.07318,-2.3933196,10.698011,7.23791,9.809481,42.366173,7.2527547,25.854378,-19.807251,0.33167496,5.538972,30.853659,-433.17075,-38.64975,214.07036,0.20468235,3,110,170,329,281,330,321,370,Q4930jb7ESZugqMNmFVAbVILayY2,0,0,0
26,ea00daef241b88f68578414f6edbb05c,2024-12-28T11:16:31Z,1,0,fe5179f0e72a4c649b0b337df44c46ce,1900,1,1,0,172,1.115568,-1,10.5,58,,4,0,100000005,1,0,3,1,0,0,0,K50B105921,1,540,139.5780922,100,35.4312204,-2.3057892,43.194897,1.5546354,5.265494,13.368968,39.207714,44.365078,4.4723415,1.1045804,-534.5122,-0.31750473,6.026977,7.2234464,20.324003,42.45231,7.2234464,14.34842,1.2383766,0,5.137318,-73.17073,-499.39026,-28.317616,206.77988,0,1,103,160,318,260,318,300,358,Q4930jb7ESZugqMNmFVAbVILayY2,0,0,0
27,28c7978d81d75e0cbca8e39724fef0b4,2024-12-28T11:15:40Z,1,0,fe5179f0e72a4c649b0b337df44c46ce,1900,1,1,0,172,1.115568,-1,10.5,58,,4,0,100000005,1,0,3,1,0,0,0,K50B105921,1,540,139.578084,100,35.4312179,-13.145494,40.641216,2.1285863,-4.2879143,2.0118167,40.218082,39.887753,0.571156,2.3569057,-425.97562,-1.7551047,2.6997423,7.1134977,12.005095,42.841606,7.124901,22.758348,-18.936304,0.3294893,4.118616,-262.31708,-496.2195,-33.564392,212.1085,0.16004443,8,73,133,293,247,294,281,334,Q4930jb7ESZugqMNmFVAbVILayY2,0,0,0
28,ac1002ea5f9eb2178b5e88915eef22f8,2024-12-28T11:14:56Z,1,0,fe5179f0e72a4c649b0b337df44c46ce,1900,1,1,0,172,1.115568,-1,10.5,58,,4,0,100000005,1,0,3,1,0,0,0,K50B105921,1,540,139.5780756,100.8000031,35.431217,-6.078706,49.767174,-3.7026207,2.3619463,0.5737288,41.942924,45.660862,4.251692,3.1471498,-407.31708,-2.6132932,0.5490712,7.406875,16.966208,42.470604,7.406875,25.603426,-35.358482,0,4.8739495,-5.8536587,-351.5854,-39.419567,221.20525,0,1,89,146,306,257,306,295,345,Q4930jb7ESZugqMNmFVAbVILayY2,0,0,0
29,69dd751a4a8046c19c730170dc8e1324,2024-12-28T11:14:20Z,1,0,fe5179f0e72a4c649b0b337df44c46ce,1900,1,1,0,172,1.115568,-1,10.5,58,,4,0,100000005,1,0,3,1,0,0,0,K50B105921,1,540,139.5780665,100,35.4312141,-0.9448527,38.63147,-6.53623,10.573384,7.194251,36.20299,45.61213,3.3653092,1.1624179,-546.0976,-0.41742533,-3.1709208,6.5868073,24.953081,44.251404,7.013193,23.975513,-21.109455,34.369884,5.3027825,-78.90244,-527.6829,-42.54491,190.93309,6.079769,9,111,171,228,279,333,324,374,Q4930jb7ESZugqMNmFVAbVILayY2,0,0,0
30,6cb1cc154b6e9292c0f917c594196ac5,2024-12-28T11:13:54Z,1,0,a60ba835ba564e0e88cc807c17c16acb,1970,6,24,0,162,1.16205,0,10.5,56,,4,0,0056234001C7234001C7,1,0,3,1,0,0,0,K50B109529,1,540,139.9265761,6.061994659,35.72163656,-3.6589274,40.173347,-7.219469,2.2543104,4.8988385,35.440353,45.010822,4.857057,0.2971171,-2320.244,0.7764777,-2.362412,3.6834965,16.757816,36.419506,6.120611,35.543472,16.824625,21.576763,4.7302904,-377.31708,-2292.561,-28.961052,192.40193,39.81816,72,172,243,310,330,388,387,427,Q4930jb7ESZugqMNmFVAbVILayY2,0,0,0
31,b25b0b2bf8bf8f17757fe1ff97c1c363,2024-12-28T11:13:49Z,1,0,fe5179f0e72a4c649b0b337df44c46ce,1900,1,1,0,172,1.115568,-1,10.5,58,,4,0,100000005,1,0,3,1,0,0,0,K50B105921,1,540,139.5780593,100,35.4312118,-2.731194,42.46119,-4.9715157,8.362086,10.1374035,39.442383,44.81369,0.34740162,1.7868731,-588.90247,-0.8292078,-4.624114,6.7395797,22.746977,43.877293,6.965905,14.965561,-17.062288,34.94176,4.592346,-66.70732,-570.12195,-35.513607,208.01749,3.2490492,4,86,142,195,246,300,287,342,Q4930jb7ESZugqMNmFVAbVILayY2,0,0,0
32,a736d4dfd4d4da0f0c74a05eb27675dc,2024-12-28T11:13:19Z,1,0,fe5179f0e72a4c649b0b337df44c46ce,1900,1,1,0,172,1.115568,-1,10.5,58,,4,0,100000005,1,0,3,1,0,0,0,K50B105921,1,540,139.5780518,100,35.4312082,-6.755167,43.99933,-2.3238385,1.2960818,2.9959502,40.495956,43.58132,9.544631,2.5778975,-461.70734,-1.9158052,7.2207923,6.863524,16.604984,42.233574,6.977307,23.038565,-17.179169,33.811802,4.051037,-63.536587,-440.12195,-36.693718,213.574,1.6307592,25,93,152,206,261,312,297,352,Q4930jb7ESZugqMNmFVAbVILayY2,0,0,0
33,f723bc7bcddd7d406cd0bc12deb363c3,2024-12-28T11:13:09Z,1,0,a60ba835ba564e0e88cc807c17c16acb,1970,6,24,0,162,1.16205,0,10.5,56,,4,0,0056234001C7234001C7,1,0,3,1,0,0,0,K50B109529,1,540,139.9265759,5.651543148,35.72163523,-4.442675,40.255695,-0.6527528,6.0126457,7.461269,34.77688,45.282063,-0.26086444,0.061360836,-2183.5366,0.9245408,-0.91361725,4.0199904,20.616257,36.582138,6.203707,34.08694,25.937948,19.330854,5.4275093,-253.65854,-2203.171,-22.260138,188.79997,35.20019,30,175,249,322,337,400,396,439,Q4930jb7ESZugqMNmFVAbVILayY2,0,0,0
34,e43385a851f0e88aca3040fcbe5208e4,2024-12-28T11:12:37Z,1,0,fe5179f0e72a4c649b0b337df44c46ce,1900,1,1,0,172,1.115568,-1,10.5,58,,4,0,100000005,1,0,3,1,0,0,0,K50B105921,1,540,139.5780395,100,35.4312052,-11.208932,46.394302,-4.232016,-4.4896016,-4.261017,42.009983,45.10983,13.2009735,2.936223,-279.7561,-2.2824876,8.968958,7.4657073,10.356963,42.50634,7.4657073,33.41299,-32.60588,0,4.8,-26.707317,-267.56097,-41.170425,221.55893,0,2,90,152,315,271,315,310,355,Q4930jb7ESZugqMNmFVAbVILayY2,0,0,0
35,887dd5a52f977bc1817a3416577393a5,2024-12-28T11:12:13Z,1,0,a60ba835ba564e0e88cc807c17c16acb,1970,6,24,0,162,1.16205,0,10.5,56,,4,0,0056234001C7234001C7,1,0,3,1,0,0,0,K50B109529,1,540,139.9265762,5.596888988,35.72163568,-5.085037,40.054333,-1.430935,3.6947095,4.929362,36.861362,44.742462,2.912661,1.4693284,-2273.6587,-0.48298708,1.4817259,4.4027076,18.57755,37.24641,6.130403,38.881195,17.853075,21.673527,5.432099,-289.02438,-2196.9512,-25.046837,200.11642,28.182411,42,171,240,310,330,389,385,429,Q4930jb7ESZugqMNmFVAbVILayY2,0,0,0
36,bf97303a098ef5e76916c5c829de791f,2024-12-28T11:12:06Z,1,0,fe5179f0e72a4c649b0b337df44c46ce,1900,1,1,0,172,1.115568,-1,10.5,58,,4,0,100000005,1,0,3,1,0,0,0,K50B105921,1,540,139.57803,100,35.4312025,2.3183873,41.72479,-9.9498415,11.184467,2.779438,41.703953,43.94569,11.07756,2.3106618,-774.63416,-1.617185,1.1277192,6.5232635,26.2189,43.52546,7.0599546,29.19928,-14.117892,33.613445,4.9411764,7.4390244,-782.8049,-35.803146,219.94493,7.601905,32,119,179,238,287,338,328,378,Q4930jb7ESZugqMNmFVAbVILayY2,0,0,0
37,2d9f20abeb06e95c7c9c6d20fa2e63b8,2024-12-28T11:11:29Z,1,0,a60ba835ba564e0e88cc807c17c16acb,1970,6,24,0,162,1.16205,0,10.5,56,,4,0,0056234001C7234001C7,1,0,3,1,0,0,0,K50B109529,1,540,139.9265767,5.537608704,35.72163657,-5.004145,39.215656,-3.0895555,1.5207523,3.1380544,37.19822,43.52068,7.848835,1.9330683,-2168.4148,-1.1529008,4.7592793,4.3334703,16.850464,37.19822,6.2452607,36.096096,22.89193,20.871862,5.4689565,-294.2683,-2126.8293,-26.490868,201.94518,30.61186,13,151,220,288,309,367,367,408,Q4930jb7ESZugqMNmFVAbVILayY2,0,0,0
38,6f99fc7e5edf5fa4015d781ee98b2ade,2024-12-28T11:11:19Z,1,0,fe5179f0e72a4c649b0b337df44c46ce,1900,1,1,0,172,1.115568,-1,10.5,58,,4,0,100000005,1,0,3,1,0,0,0,K50B105921,1,540,139.5780138,100,35.4311972,-3.1193626,42.870293,-10.354782,5.4607167,-2.048581,43.856285,41.786766,13.478228,2.6996374,-717.3171,-1.9177587,3.123446,6.5075636,21.248415,44.876686,7.358988,28.979658,-8.490311,34.72454,4.1736226,47.80488,-742.439,-31.530334,231.29623,11.569858,27,94,152,208,262,312,310,352,Q4930jb7ESZugqMNmFVAbVILayY2,0,0,0
39,38083d10daa69b40477299d569bbee9a,2024-12-28T11:10:47Z,1,0,a60ba835ba564e0e88cc807c17c16acb,1970,6,24,0,162,1.16205,0,10.5,56,,4,0,0056234001C7234001C7,1,0,3,1,0,0,0,K50B109529,1,540,139.9265769,5.920621595,35.72163596,-6.774636,40.475388,0.28920776,2.2408857,6.6431212,36.95894,44.52159,-1.1978519,0.9749708,-2243.6587,0.06102131,-0.9086442,3.7398088,16.99975,36.99454,6.0245643,38.983486,22.199919,20.02635,5.2964425,-338.41464,-2222.3171,-22.803612,200.64615,37.923996,28,159,229,304,322,380,379,422,Q4930jb7ESZugqMNmFVAbVILayY2,0,0,0
